Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP002104;444359;75014;12;2;EDP;ENTRETIEN_RESEAU;remplacement de canalisation;crf rue de la Tombe Issoire /Paul fort;;2021-07-26;2021-11-15;BARRAGE_TOTAL;entre la rue Paul Fort et la rue Beaunier. Mise en impasse de la rue Paul Fort depuis la rue père Corentin vers et jusqu'à la rue Tombe -Issoire.;2;2;;2021-07-19;2021-10-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.331044346096411, 48.82389808390679], [2.331044544539549, 48.823882617487925], [2.331044605602501, 48.823877858313075], [2.331005744500581, 48.82367656391736], [2.330805731244454, 48.823536236993974], [2.330701440937628, 48.82351899591528], [2.330732926717662, 48.82359294016804], [2.330765359396129, 48.82359312167977], [2.330791499342744, 48.82366227737572], [2.330818190448607, 48.8236886022888], [2.33089626243035, 48.82392343096672], [2.331044346096411, 48.82389808390679]]]}";48.8237278324,2.33090266697
CP002096;421295 & 433357;75016;13;3;ADT Wrapped Cie;EVENEMENTIEL;Empaquetage de l'Arc de Triomphe.;Place Charles de Gaulle;face à l'av de la Grande Armée.;2021-07-19;2021-11-10;RESTREINTE;Neutralisation d'une file du 19/07 au 11/09 et du 04/10 au 10/11.;2;2;;2021-07-13;2021-07-13;"{""type"": ""Polygon"", ""coordinates"": [[[2.294701908185523, 48.874119234285295], [2.294623237117238, 48.874082609060714], [2.294537246908814, 48.87401602671322], [2.294458942684485, 48.873910369091675], [2.294427846985061, 48.87376841790402], [2.294326684367535, 48.87378395308378], [2.2943547793406758, 48.873873949563794], [2.294388368090718, 48.873968735037025], [2.29446856541928, 48.87405611842346], [2.29455293946934, 48.87412052387792], [2.294701908185523, 48.874119234285295]]]}";48.8739571429,2.29446441391
CP002045;;75008;9;2;CPCU;INSPECTION_SONDAGE_RESEAU;;rue du Fbg Saint Honoré;du n°268 au n°270;2021-07-19;2021-11-26;RESTREINTE;maintien d'une file de circulation au droit de l'emprise.;2;2;;2021-06-29;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.298954998080553, 48.877642852062216], [2.299117271241617, 48.877594308902985], [2.299095845311835, 48.87757800254551], [2.29893940238419, 48.87762229716599], [2.298954998080553, 48.877642852062216]]]}";48.8776098546,2.29902553323
CP001948;;75009;11;3;SCI 82 Saint Lazare;REHABILITATION_IMMEUBLE;;rue Saint Lazare;n°82;2021-05-10;2022-12-31;RESTREINTE;Modification de l'ensemble des files de circulation;2;2;;2021-04-14;2021-04-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.329529848493158, 48.87591877953037], [2.329383971339554, 48.87590130576924], [2.329374081067207, 48.875969065815475], [2.32951998767558, 48.87598416010432], [2.329518383067012, 48.87596868430935], [2.329529848493158, 48.87591877953037]]]}";48.8759430837,2.32945060512
CP001821;;75010;11;1;SAGP;REAMENAGEMENT_VOIRIE;Réaménagement rue d'Alsace, avec création caniveau central;Rue d'Alsace;"Entre passage Delanos et rue Lafayette
(Coté impair en 3 phases)";2021-01-04;2021-12-17;BARRAGE_TOTAL;"Rue d'Alsace Barrée, sauf accès Pompiers
Mise en impasse rue des 2 gares
Mise en impasse rue Dunkerque";1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVC Alsace phase 2 - bÃ©tonnage.pdf;2020-12-21;2021-10-13;"{""type"": ""Polygon"", ""coordinates"": [[[2.358232999434661, 48.877961779307945], [2.358307533254645, 48.8781876407697], [2.35845273413865, 48.878623237433494], [2.358526676198271, 48.87889740758206], [2.358587617555195, 48.879235926224126], [2.358676448459107, 48.87962290714112], [2.358781720183178, 48.879666415926664], [2.358724647265993, 48.87934402258641], [2.3586105379623232, 48.87869655211707], [2.358363374846356, 48.8779490583118], [2.358232999434661, 48.877961779307945]]]}";48.8787573919,2.35853174892
CP001357;;75008;9;3;Gaumont Ambassade;REHABILITATION_IMMEUBLE;;50 avenue des Champs Elysées;angle 1 rue du Colisée;2019-06-24;2021-10-31;RESTREINTE;Neutralisation zone deux roues, renvoi des piétons en vis à vis;2;4;;2019-06-04;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.306789592123125, 48.87030638280598], [2.306872447080684, 48.87036873033179], [2.307009366566736, 48.87032573944564], [2.307215433878396, 48.8703992701916], [2.307248343595926, 48.870365671400755], [2.306880041125742, 48.87023171421646], [2.306828729750709, 48.870238555171], [2.306789592123125, 48.87030638280598]]]}";48.8703130234,2.30697442901
CP002078;;75015;13;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;bd Pasteur;n°52;2021-08-16;2021-11-19;RESTREINTE;maintien d'une file de circulation;2;2;;2021-07-07;2021-07-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.313654767923178, 48.84122821685897], [2.313681271374203, 48.84126882156005], [2.313717304322987, 48.8412702181482], [2.313894500691184, 48.84109157607412], [2.313821088121705, 48.84105427193618], [2.313654767923178, 48.84122821685897]]]}";48.8411638224,2.31376975092
CP001192;;75017;9;1;Ville de Paris;TRAVAUX_TRAMWAY;;T3O;;2019-03-20;2023-12-29;RESTREINTE;Modification des files de circulation selon le phasage;1;2;;2019-03-18;2019-03-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.30164634589797, 48.88918785517971], [2.3020245439523412, 48.888921535801586], [2.297962325470282, 48.886985891075085], [2.295364532580859, 48.88758286844559], [2.286398442999449, 48.88221295483762], [2.285378476749512, 48.88058496880667], [2.284654336512058, 48.87876540019331], [2.284275779705355, 48.877871625222724], [2.284314102918619, 48.87745295132455], [2.283783254682631, 48.87697716734359], [2.283332206996041, 48.8766200113347], [2.282564688688691, 48.87677653101243], [2.283697113254913, 48.87732036755266], [2.285178643488884, 48.88090600775047], [2.285441035552223, 48.881960199260575], [2.288283645261082, 48.88369570075372], [2.291835860998056, 48.885961639742725], [2.29361215627909, 48.8870891980241], [2.295504570166138, 48.88806703716328], [2.29625839753524, 48.887727758307584], [2.29715777630159, 48.88746451593359], [2.297630225794854, 48.88745654754251], [2.298085954885595, 48.887480701412116], [2.30164634589797, 48.88918785517971]]]}";48.8844084716,2.29153465568
CP001967;;75008;9;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;Rue Daru;Du 29 au 31b;2021-05-17;2021-12-17;RESTREINTE;Maintien de 4m de circulation;2;2;;2021-04-21;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.30320380411553, 48.87872476466498], [2.303195975147915, 48.878680305291844], [2.303010915919603, 48.878580871899544], [2.302979311619226, 48.87860527939173], [2.303202594769806, 48.878724757626], [2.30320380411553, 48.87872476466498]]]}";48.8786484364,2.30309715173
CP002089;432825;75019;10;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Inspection et réparation du réseau.;Place de la Bataille de Stalingrad;côté rue La Fayette;2021-08-02;2021-11-26;RESTREINTE;Maintien de deux files vers av Jean Jaurès et d'une file vers l'av de Flandre.;1;2;;2021-07-09;2021-07-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.3699551292683623, 48.882921395931646], [2.369802894639912, 48.88286621143963], [2.3697652553088, 48.88285354502572], [2.369681960832845, 48.88292108854827], [2.36950530819712, 48.883038001852974], [2.369332460151028, 48.883154505051124], [2.369343524566123, 48.883203713405074], [2.369559741245292, 48.88308361732503], [2.369573308742029, 48.88309841796086], [2.3699551292683623, 48.882921395931646]]]}";48.8830051069,2.36965354333
CP002178;;75008;9;1;SAGP;REFECTION_CHAUSSEE;Réparation du trottoir.;Rue Quentin Bauchart;à l'angle de l'avenue des Champs Elysées.;2021-11-02;2021-11-10;BARRAGE_TOTAL;entre la rue Vernet et l'avenue des Champs Élysées;2;2;;2021-10-28;2021-10-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.302446301860029, 48.8712800975993], [2.302549496147834, 48.8712509549312], [2.302520768401934, 48.871241269777826], [2.302389716735747, 48.87109323485466], [2.30232306969744, 48.871113786736814], [2.302451983297129, 48.8712599053597], [2.302446301860029, 48.8712800975993]]]}";48.8711861372,2.30242935165
CP001891;223273;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Démolition et  reconstruction;rue Dareau;18 au 24;2021-04-06;2023-04-30;RESTREINTE;Maintien de 4,50m de Circulation dont 1,00 m de Contre sens cyclable;2;2;;2021-03-09;2021-03-09;"{""type"": ""Polygon"", ""coordinates"": [[[2.337717641842001, 48.83141050149967], [2.337787960079249, 48.83142162757378], [2.337817099249172, 48.83136810444416], [2.3377947168866102, 48.83132147124956], [2.337330780830519, 48.83112915370966], [2.337235001677207, 48.831166616106195], [2.337441775331059, 48.83125222547996], [2.337428645630311, 48.83126413329172], [2.337717641842001, 48.83141050149967]]]}";48.8312772063,2.33756350093
CP002047;;75008;9;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;rue du Faubourg Saint Honoré;du n°250 b au n°252;2021-07-19;2021-11-26;RESTREINTE;Modification des files de circulation;2;2;;2021-06-30;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.301158537001823, 48.87680346708411], [2.300872651960977, 48.87692362775615], [2.300875110211014, 48.87695552819894], [2.300959276651156, 48.87692032672234], [2.30098996012958, 48.876945728771524], [2.301017567617309, 48.87693161295718], [2.300983985124102, 48.8769071454881], [2.301189341831597, 48.87681982693262], [2.301158537001823, 48.87680346708411]]]}";48.876882423,2.30101693783
CP002048;;75008;9;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;;rue du Fbg Saint Honoré;n°250;2021-07-19;2021-11-26;RESTREINTE;modification des files de circulation;2;2;;2021-06-30;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.301480339276117, 48.87669493602621], [2.301453084448443, 48.876682878723], [2.301265866748517, 48.876762689802774], [2.3012778761643, 48.87678179622365], [2.301480339276117, 48.87669493602621]]]}";48.8767308327,2.30136906546
CP001731;;75013;14;2;RATP;TRAVAUX_OUVRAGE;Mécanisation de la station de la place d'Italie et dévoiement des concessionnaires.;Boulevard Vincent Auriol;entre la place d'Italie et la rue Albert Bayet;2020-09-14;2023-01-31;RESTREINTE;Travaux par phases, avec modification de la circulation selon les phases.;1;2;;2020-09-02;2020-12-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.356534223023758, 48.831294047879894], [2.358263322409682, 48.83185896218089], [2.358577317693122, 48.83145265241965], [2.356419118137488, 48.83073780319138], [2.356220731689172, 48.830999785471484], [2.356534223023758, 48.831294047879894]]]}";48.8313053481,2.35737820643
CP002123;;75011;10;1;SAGP Mission Vélo;REAMENAGEMENT_VOIRIE;Elargissement de l'oreille de trottoir pour la pérennisation de la piste cyclable;Rue deqs Immeubles industriels;Angle rue du Faubourg Saint Antoine;2021-08-25;2021-10-31;RESTREINTE;Maintien de 4,00m;2;2;;2021-08-05;2021-08-05;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.39279881738403, 48.848900222446254], [2.392874176159125, 48.84901717909673], [2.392923660638508, 48.84901626373082], [2.392934253142494, 48.848880683252], [2.39279881738403, 48.848900222446254]]], [[[2.392874176159125, 48.84901717909673], [2.392873171616099, 48.84901719738239], [2.392874960536274, 48.84901839630503], [2.392874176159125, 48.84901717909673]]]]}";48.8489434907,2.39288069246
CP002163;457934;75009;11;3;BNP;REHABILITATION_IMMEUBLE;;51/53 bd Haussmann / 16/18 rue Auber / 47/49 rue Caumartin;;2021-10-25;2023-03-30;RESTREINTE;Maintien d'une file de circulation sur la rue de Caumartin et réduction d'une sur le bd Haussmann entre Caumartin et Auber.;1;2;;2021-10-11;2021-10-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.328310806581139, 48.87318932853785], [2.328167808124058, 48.87322897834712], [2.327746203305194, 48.87347407998254], [2.32782171140546, 48.873632741040495], [2.328343969910743, 48.87355476979858], [2.328310806581139, 48.87318932853785]]]}";48.8734405229,2.32808550982
CP002180;490694;75005;12;1;STV;REAMENAGEMENT_VOIRIE;Sécurisation du carrefour.;Rue Linné / rue Guy de la Brosse;;2021-10-11;2021-12-17;IMPASSE;Maintien d'une file par sens sur la rue Linné et à partir du 22/11 mise en impasse de la rue Guy de la Brosse depuis la rue de Jussieu vers la rue Linné.;2;2;;2021-10-28;2021-10-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.354818042487946, 48.845010248929995], [2.354827404845334, 48.84491098665665], [2.354884568182524, 48.84489250548213], [2.354977465425417, 48.84494400551527], [2.355067793057703, 48.84487470393086], [2.354874062486527, 48.84475555717857], [2.354900222117132, 48.844613438290295], [2.354798594517765, 48.844610206546356], [2.35473691205403, 48.84499370652385], [2.354818042487946, 48.845010248929995]]]}";48.8448204322,2.35486152059
CP001995;381285;75010;11;3;;CONSTRUCTION_IMMEUBLE;Démolition + Construction de bâtiment;Rue Tesson;Au N°9;2021-07-05;2022-10-30;RESTREINTE;Maintien de 4m de circulation, dont le contre sens cyclable;2;2;;2021-05-18;2021-05-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.371378946921733, 48.87111032065327], [2.37137654765135, 48.87111030805281], [2.37155023535612, 48.87116515157505], [2.371579502058336, 48.87113120684756], [2.371411819565203, 48.871076383210834], [2.371378946921733, 48.87111032065327]]]}";48.8711207597,2.37147932868
CP002189;;75008;9;2;Climespace;RACCORDEMENT_RESEAU;Base vie pour le chantier 10 av. Percier;rue de La Baume;du  23 au 27;2022-01-03;2022-02-25;RESTREINTE;Maintien de 4.90m de circulation;2;1;;2021-11-04;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.313783486756482, 48.874838300003546], [2.313791077569884, 48.87480978947125], [2.313556944718529, 48.874783462511644], [2.313549574656299, 48.87479531761846], [2.313421772588797, 48.87477554923557], [2.313418009814458, 48.87478742502439], [2.313779895110309, 48.87483708958734], [2.313783486756482, 48.874838300003546]]]}";48.8748058945,2.31363685025
CP002117;436718;75016;13;1;STBP;EVENEMENTIEL;Paris Respire;Route de Sèvres à Neuilly;entre le bd Anatole France et l'av de l'Hippodrome.;2021-07-11;2021-11-09;BARRAGE_TOTAL;;1;2;;2021-08-02;2021-10-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.237982271872719, 48.86243723726468], [2.238280464997342, 48.86208467247714], [2.237611078484882, 48.861102949099426], [2.237122815841883, 48.859982739283296], [2.237083733872037, 48.859316526341736], [2.237110706495707, 48.8585862867812], [2.237454799729929, 48.85732099864742], [2.237648145058244, 48.8563447663987], [2.237666845271407, 48.85506666060781], [2.23742230353486, 48.853980221445106], [2.237109682810593, 48.8530974333933], [2.236906594985004, 48.85251610216579], [2.236981446965905, 48.851850612145775], [2.237231391408822, 48.851454772894336], [2.237595727364077, 48.85102743764063], [2.237990092977018, 48.850772156155095], [2.237978844645601, 48.85042835879656], [2.237685742783206, 48.85043723283106], [2.237763346220868, 48.8506955220034], [2.237369450284084, 48.85091858142111], [2.2370547244981482, 48.85129252487936], [2.236371176900002, 48.85128816423007], [2.236205278997611, 48.851501934448066], [2.236705084983956, 48.851827366258405], [2.236700837065423, 48.8521173579282], [2.236740538049268, 48.85274061301529], [2.237007154172039, 48.85342976345195], [2.237272834031128, 48.854183355338854], [2.237390937519717, 48.85501119515991], [2.237423889678363, 48.85609628510403], [2.237296905523562, 48.856987009731846], [2.236864030608583, 48.85875657555895], [2.23680324161344, 48.85957253051197], [2.237113694209039, 48.86060567851647], [2.237509008868468, 48.861403056165464], [2.237923441519687, 48.862007210447956], [2.237982271872719, 48.86243723726468]]]}";48.8559844454,2.23726043302
CP002131;;75009;11;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Travaux de remplacement suite Inspection de réseau;Rue Lafayette;Depuis le 70 rue Lafayette jusqu'au carrefour La Fayette / Montholon / Pierre Sémard;2021-09-06;2021-12-24;RESTREINTE;Neutralisation du couloir Bus;2;2;;2021-08-18;2021-08-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.34727499976692, 48.876736015178665], [2.347308224170423, 48.87668251500858], [2.344282370031521, 48.87590370186798], [2.344293867834262, 48.8759601307445], [2.347275033397207, 48.8767333317456], [2.347270930120436, 48.876735992988664], [2.34727499976692, 48.876736015178665]]]}";48.8763267695,2.34581663441
CP002132;;75009;11;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Remplacement suite inspection réseau;Rue La fayette;angle rue Pierre Sémard;2021-09-06;2021-12-24;RESTREINTE;"Maintien de m de circulation
Neutralisation du tourne à gauche à la sortie de rue Pierre Sémard";2;2;;2021-08-18;2021-08-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.3473471985314722, 48.8768196153184], [2.347367879019017, 48.87679288740624], [2.34698257135675, 48.87669147528361], [2.346917266050808, 48.8767072234237], [2.3473471985314722, 48.8768196153184]]]}";48.8767527917,2.34715258906
CP002126;;75015;13;1;STV;REFECTION_CHAUSSEE;Désamiantage puis reprises de chaussée;Rue Brancion;entre rue de Vouillé et rue des Morillons;2021-08-11;2021-11-10;RESTREINTE;Circulation modifiée selon les phases. Maintien de 3,5m minimum de circulation.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVSO Brancion (octobre).pdf;2021-08-06;2021-08-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.305046582366245, 48.83468171480174], [2.305185377311148, 48.83464492644245], [2.303094969623472, 48.832178328295804], [2.302956251572722, 48.832209744557204], [2.305046582366245, 48.83468171480174]]]}";48.8334343607,2.30407558041
CP002087;432825;75019;10;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Inspection et réparation si nécessaire.;Bd de la Villette;à l'angle de la rue du Fbg St Martin.;2021-08-02;2021-11-26;RESTREINTE;Maintien de deux files de circulation.;1;2;;2021-07-09;2021-07-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.3682671620558002, 48.883982135687354], [2.368342827999168, 48.883975729697376], [2.368432668391982, 48.88393541914358], [2.3684420654267733, 48.88386861720686], [2.368413231898818, 48.883837865489774], [2.368395627819031, 48.883871775296576], [2.368395614119803, 48.88387290477961], [2.3682671620558002, 48.883982135687354]]]}";48.8839227719,2.36837641437
CP002170;446542;75009;11;3;SAS 59-61 La Fayette;REHABILITATION_IMMEUBLE;;Rue Cadet;entre les rues La Fayette et Lamartine.;2021-10-25;2023-09-29;RESTREINTE;Maintien d'une file de 3,5m.;2;2;;2021-10-19;2021-10-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.3441326883012312, 48.87649038660424], [2.344176004905844, 48.87648824427787], [2.344220026894148, 48.87643018779931], [2.344236498690985, 48.87641124179128], [2.34390698201092, 48.87607987548709], [2.343860103280734, 48.8760784287256], [2.343798676324305, 48.876086420771806], [2.344162190688341, 48.87643938862382], [2.344167347181952, 48.87645964293588], [2.3441326883012312, 48.87649038660424]]]}";48.8762633225,2.34403176979
CP001293;93861;75010;11;3;RIVP;REHABILITATION_IMMEUBLE;Création de logements;Quai de Valmy;angle Léon Jouhaux;2019-06-03;2021-09-30;RESTREINTE;Neutralisation du stationnement, organisation piste vélos, maintien du cheminement piétons;2;4;;2019-04-29;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.36592648861096, 48.869957201961356], [2.366013051232988, 48.86995766049137], [2.366148775002606, 48.869771587472684], [2.365872213099405, 48.86967494281708], [2.365821298017597, 48.86970917621293], [2.366060220971808, 48.869786585327276], [2.36592648861096, 48.869957201961356]]]}";48.8698076639,2.36600770334
CP001599;;75018;9;3;Altana investissement;REHABILITATION_IMMEUBLE;Démolition et reconstruction;Boulevard d'Ornano;n°43;2019-11-19;2021-08-31;RESTREINTE;neutralisation du couloir de bus.;2;4;;2020-02-20;2021-10-01;"{""type"": ""Polygon"", ""coordinates"": [[[2.3463298592534922, 48.89532100780338], [2.34636164826078, 48.89537590854262], [2.346410094920758, 48.89539758846988], [2.346525525976104, 48.89525783003722], [2.346471905200925, 48.89521708690577], [2.346416263973504, 48.895197138495234], [2.3463298592534922, 48.89532100780338]]]}";48.8952945556,2.3464215916
CP002124;458573;75010;11;2;Eau de Paris;ENTRETIEN_RESEAU;Réalisation de puit de service pour des travaux de renouvellement de conduite d'Eau Potable en Egout;rue du Faubourg du Temple;Entre le 79 et le 85 ( Accès  maintenu au PPC au N°83);2021-08-30;2022-01-14;RESTREINTE;Maintien de 3,00m de circulation;2;2;;2021-08-06;2021-08-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.372162945147354, 48.87038412727335], [2.372169088405614, 48.87035322586135], [2.37170686500356, 48.87021707248776], [2.371693530400084, 48.87024603223313], [2.372162950881274, 48.87038365155351], [2.372162945147354, 48.87038412727335]]]}";48.870299812,2.37193234366
CP001838;329624;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;Curage du 11/02/21 au 30/06/21;rue Vernet;entre Bassano et Galilée;2021-02-11;2023-03-31;;;;2;;2021-01-22;2021-01-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.298873019483953, 48.87180408982155], [2.299961652546027, 48.8714559131055], [2.299940794887797, 48.87139749292987], [2.298815901081781, 48.87175973414693], [2.298873019483953, 48.87180408982155]]]}";48.8716030373,2.29940123394
CP001996;;75013;14;2;RATP;TRAVAUX_OUVRAGE;Création d'une sortie mécanisée, phase1.;place d'Italie /Carrefour Blanqui;sur le terre- plein.;2021-07-15;2022-03-31;RESTREINTE;Maintien de trois files de circulation sur la place d'Italie au droit de l'emprise;2;2;;2021-05-19;2021-05-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.354436686898329, 48.83116720498007], [2.354708073415293, 48.83124919474142], [2.354829903074376, 48.83126058869136], [2.354945926774183, 48.8310840581258], [2.354549011188845, 48.83096112933994], [2.354416924227356, 48.83112146689531], [2.354436686898329, 48.83116720498007]]]}";48.8311186899,2.35467507275
CP001833;;75019;10;2;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement de conduites;Bd d'Indochine;n°15;2021-07-05;2021-09-15;RESTREINTE;modification des files de circulation .;2;2;;2021-01-18;2021-01-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.396490436729782, 48.88527576234357], [2.396516877315901, 48.88511123660525], [2.396453527850721, 48.88509806864445], [2.396431935997072, 48.8850932005784], [2.396405269000787, 48.88527723689064], [2.39645572831873, 48.885281774737415], [2.396490436729782, 48.88527576234357]]]}";48.8851902406,2.39646026178
CP002174;;75018;9;3;WO2 Spie Batignolles;REHABILITATION_IMMEUBLE;Emprises pour réhabilitation  aux 94 et 108 rue des Poissonniers. travaux préparatoires dés le 09/11;Rue des poissonniers;94  et 108;2021-11-18;2023-11-30;SENS_UNIQUE;Mise à sens unique de la rue des Poissonniers de la rue Ordener vers et jusqu'à la rue Championnet.;2;2;;2021-10-26;2021-10-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.351560815720167, 48.89131600011575], [2.352434999253723, 48.8930607545227], [2.352435266420568, 48.89303927387635], [2.352435399998316, 48.89302853400265], [2.3527025516809372, 48.89381406226648], [2.352803753899056, 48.89484573219753], [2.353061571719018, 48.89507268366825], [2.352943008026023, 48.894126846870705], [2.352647280146335, 48.89301893809582], [2.3517403820132152, 48.89128474961894], [2.351560815720167, 48.89131600011575]]]}";48.8931315739,2.35245590183
CP001837;;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;Curage du 11/02/21 au 30/06/21;Rue Galilée;Entre Champs Elysées et Vernet;2021-02-11;2023-03-31;RESTREINTE;Maintien d'une file de circulation.;2;2;;2021-01-22;2021-01-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.299263019651192, 48.87208338769547], [2.299087850318169, 48.871965765767534], [2.299089685895717, 48.871963396852166], [2.298843276084305, 48.871778731266176], [2.298763412754295, 48.871816335353], [2.299186731257099, 48.872123393546424], [2.299263019651192, 48.87208338769547]]]}";48.8719502701,2.29901128388
CP001304;;75016;13;1;Mission Tram;TRAVAUX_TRAMWAY;;Bd Bruix;entre la Porte Maillot et la Porte Dauphine.;2019-06-12;2023-12-29;RESTREINTE;Modification des emprises selon le phasage.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2 INFOS RIVERAINS - Boulevard Lannes - 16Ã¨me.pdf;2019-05-07;2019-08-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.282587176149617, 48.87673101609813], [2.282791822172431, 48.87665168382466], [2.282590726757685, 48.87647325095282], [2.282454688434306, 48.87630057765371], [2.282180248824757, 48.87612707433623], [2.281264717613463, 48.87579934654048], [2.280032948891074, 48.87537841050356], [2.278893281000911, 48.87477541724447], [2.27830321591264, 48.8744657389673], [2.277532095601689, 48.8737092067476], [2.277340361791119, 48.873444891203214], [2.276383150126895, 48.872606668194464], [2.275689384527623, 48.87214597228412], [2.2758799069872993, 48.87191081909824], [2.276005825002823, 48.871637680343035], [2.275911122648476, 48.871422284171445], [2.275816122438306, 48.87122836787515], [2.275396097094305, 48.87098951979143], [2.274851574794821, 48.870921774952045], [2.274196736216298, 48.87117559484153], [2.273999116977165, 48.87133551439005], [2.27387154219417, 48.8717267936889], [2.274053838511147, 48.87208235795445], [2.274490746074458, 48.87227834836008], [2.275451658855188, 48.8722626860328], [2.27802626890296, 48.874474809797384], [2.27904372580083, 48.87508244647071], [2.280176150979963, 48.875620947622885], [2.28213680359129, 48.87632552435296], [2.282587176149617, 48.87673101609813]]]}";48.8729281599,2.27666842455
CP001887;337073;75014;12;3;Préfecture de Police;REHABILITATION_IMMEUBLE;Travaux de réhabilitation du Commissariat du 14ème;avenue du Maine;Du N°112 au N°116;2021-03-23;2023-01-25;RESTREINTE;Neutralisation du Couloir Bus;2;2;;2021-03-03;2021-03-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.323152295375833, 48.83635600956667], [2.323283563883393, 48.836379358867994], [2.323331827236553, 48.83627136031913], [2.323396598849045, 48.83628005579343], [2.323519635996548, 48.835965455814204], [2.323319946253295, 48.835936961128596], [2.323152310813689, 48.836354820686516], [2.323154097706642, 48.83635601976542], [2.323152295375833, 48.83635600956667]]]}";48.836147199,2.32333560774
CP001360;93455;75008;9;3;Neximmo;REHABILITATION_IMMEUBLE;;rue du Colisée;n°31;2019-07-29;2021-12-31;RESTREINTE;Maintien d'une file de circulation de 4ml.;2;2;;2019-06-04;2021-06-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.30978691514315, 48.871334904755656], [2.3098290243351842, 48.87128755701422], [2.309498739549594, 48.871169055862445], [2.309478192340823, 48.87122247704222], [2.30978691514315, 48.871334904755656]]]}";48.8712534948,2.30964912852
CP001735;;75018;9;1;SG Mission des JO 2024;CONSTRUCTION_IMMEUBLE;Arena 2;avenue de la Porte de la Chapelle;n°6;2020-09-07;2023-07-31;BARRAGE_TOTAL;"entre le bd Ney et l'avenue de la pte de la Chapelle.
Le bd Ney sera réduit à une file au niveau de l'accès de chantier.";2;2;;2020-09-10;2021-03-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.360326035093698, 48.89878775856859], [2.360147174101947, 48.89875995133474], [2.359884949207096, 48.89888743914395], [2.359556175650708, 48.89912735011801], [2.359480887800005, 48.89928805990154], [2.359617900825142, 48.899406941074794], [2.359887174553434, 48.90003134705187], [2.362321418594658, 48.900099862545694], [2.362413244954532, 48.89859486607447], [2.362288235423744, 48.898599571206205], [2.362229552931678, 48.89873534500308], [2.360439273320175, 48.898852808318075], [2.360325903128974, 48.89879849839457], [2.360317823636407, 48.89879308452548], [2.360334047246321, 48.8987985418932], [2.360326035093698, 48.89878775856859]]]}";48.8994165025,2.36106720141
